,NDVI,LST,BURNED_AREA,CLASS
1594,0.566181,14328.5,4.809524,no_fire
426,0.467766,14807.933333,4.894098,fire
1375,0.530505,14344.0,4.0,no_fire
1533,0.52424,15225.617647,5.0,no_fire
162,0.622892,14112.232558,4.985507,no_fire
1454,0.550787,15414.148148,5.0,no_fire
793,0.552122,14442.439093,4.223004,no_fire
1495,0.698979,14582.0,3.0,no_fire
1261,0.431869,14617.725225,4.486446,no_fire
1049,0.435307,14361.333333,4.174194,fire
1650,0.502425,14728.631579,5.0,no_fire
194,0.550884,14737.810811,4.972973,no_fire
474,0.456703,14881.116,4.6,no_fire
1504,0.541733,13932.0,3.0,fire
569,0.365765,14669.617978,4.497113,fire
1706,0.486338,14325.0,5.0,no_fire
49,0.563287,14673.490196,4.882353,no_fire
1161,0.515752,14844.552632,4.894981,fire
644,0.688382,14835.0,3.5,fire
938,0.641024,14595.082192,4.72973,fire
1541,0.544892,14586.0,5.0,no_fire
762,0.532569,15049.470588,5.0,fire
1058,0.326281,15144.818182,5.0,no_fire
799,0.583939,14882.888889,4.971014,no_fire
1590,0.657771,14413.0,5.0,no_fire
44,0.638939,14668.5,5.0,fire
1408,0.552297,14831.331492,4.79235,no_fire
245,0.665819,14310.0,4.824324,fire
1303,0.432677,13877.0,3.901376,no_fire
300,0.669915,14827.103448,5.0,no_fire
583,0.513625,14240.733333,4.880952,fire
731,0.503515,14834.052632,3.724138,fire
269,0.579751,14973.209746,4.963983,fire
668,0.659369,13980.38843,4.960938,no_fire
313,0.515435,14607.215385,4.507937,fire
1145,0.725633,14300.611111,4.580645,no_fire
283,0.556998,14530.75,5.0,no_fire
1187,0.512805,15091.684755,4.931485,no_fire
540,0.431869,14617.725225,4.486446,no_fire
406,0.536685,14660.111111,4.830189,no_fire
338,0.525051,15011.69697,4.302326,fire
466,0.6601,14500.5,4.0,no_fire
363,0.676258,14725.5,4.888889,no_fire
724,0.470658,14887.444444,4.95614,fire
320,0.499069,15007.0,5.0,no_fire
1322,0.509491,14912.790698,5.178049,fire
1179,0.547258,15142.407407,5.0,fire
70,0.628291,14918.688679,4.764151,no_fire
1073,0.620987,14416.5,5.0,no_fire
500,0.478502,14614.36,5.0,no_fire
10,0.433218,14721.127854,4.433486,no_fire
992,0.503975,14660.12,5.0,no_fire
505,0.56985,13914.0,4.395349,no_fire
1202,0.728544,14678.708824,4.432258,no_fire
1320,0.75623,14591.5,5.0,fire
1508,0.498083,13872.5,4.5,no_fire
64,0.521693,15138.235294,5.0,no_fire
892,0.6148,14043.357143,3.551724,no_fire
1174,0.562145,14954.376068,4.982906,no_fire
1626,0.637879,14872.584906,4.830189,no_fire
416,0.574245,15030.5,5.0,no_fire
983,0.624578,14618.0,5.0,no_fire
713,0.574426,14476.5,5.0,fire
205,0.606958,14498.0,5.0,no_fire
328,0.548235,14757.8,5.0,no_fire
486,0.530114,15221.097884,5.178899,no_fire
1571,0.387062,14770.529586,4.655873,fire
1448,0.611117,13744.705882,4.837838,no_fire
1042,0.628138,14900.0,5.0,no_fire
528,0.575863,13994.815217,4.830189,no_fire
1642,0.528982,14565.0,3.0,fire
656,0.655475,14684.055556,5.0,no_fire
418,0.572342,15251.0,9.0,fire
757,0.447169,14401.533333,4.901408,no_fire
1362,0.40161,15224.833333,5.0,no_fire
1062,0.692408,14786.27381,4.928571,fire
590,0.642466,14158.0,5.0,fire
722,0.657366,14645.75,4.964286,no_fire
1013,0.620955,14747.957746,4.414396,no_fire
472,0.565173,14262.6,5.0,no_fire
1388,0.62475,14895.0,5.0,no_fire
131,0.530633,14800.902439,4.746032,no_fire
15,0.339097,14159.75,5.0,no_fire
439,0.57268,15120.6875,3.875,no_fire
1611,0.556541,14573.0,3.0,no_fire
476,0.48459,14717.903226,5.0,fire
1248,0.532227,14935.0,5.0,no_fire
1096,0.69813,13965.386364,4.525355,no_fire
1235,0.571781,14441.333333,3.0,no_fire
1061,0.505589,14328.727273,5.0,no_fire
693,0.567611,14761.4,5.0,no_fire
1436,0.565181,14474.0,3.0,no_fire
1127,0.51984,14724.452381,4.97619,no_fire
703,0.590484,14159.333333,5.0,no_fire
103,0.503555,15338.565217,4.982609,no_fire
1220,0.342016,14495.146341,4.972286,fire
60,0.596961,14509.0,5.0,no_fire
1181,0.623447,14749.29,4.773585,no_fire
78,0.571949,15281.857143,4.802817,fire
391,0.614932,14462.0,5.0,no_fire
165,0.600585,14482.0,4.2,no_fire
1157,0.598544,14884.5,5.0,no_fire
1015,0.482647,14651.736842,7.341935,fire
1182,0.521347,15031.809302,4.945727,no_fire
1122,0.511655,14475.68,5.0,no_fire
1038,0.506066,15166.0,5.0,no_fire
349,0.559439,14873.0,5.0,no_fire
185,0.515752,14844.552632,4.894981,fire
1360,0.555819,14777.6,4.868852,no_fire
371,0.558044,14969.666667,4.886792,fire
117,0.636726,14418.644068,4.928571,no_fire
893,0.615463,14582.209302,4.72093,no_fire
252,0.605861,14479.7,5.0,no_fire
507,0.57627,14959.053908,4.421384,fire
1700,0.481193,13664.954545,4.470732,no_fire
311,0.560223,15202.421053,5.0,no_fire
717,0.515248,14297.666667,5.0,no_fire
883,0.603479,13938.090909,4.928571,no_fire
395,0.538794,14166.0,5.0,no_fire
1000,0.461761,14928.8,5.0,no_fire
695,0.559342,14690.133333,4.625,fire
358,0.662968,14757.0,3.0,no_fire
1335,0.707864,14756.0,4.0,no_fire
263,0.586352,14801.582734,4.333333,no_fire
359,0.43433,14755.807018,4.859155,no_fire
1620,0.713802,14704.5,4.0,no_fire
1197,0.5725,14761.0,5.0,no_fire
1586,0.668152,14629.0,5.0,no_fire
1683,0.076933,14008.8,5.0,no_fire
970,0.611207,14372.177083,4.984431,fire
634,0.541603,14482.285714,4.463768,no_fire
1636,0.657085,14487.0,5.0,no_fire
1409,0.693615,15036.0,5.0,no_fire
16,0.569658,14462.0,3.0,fire
51,0.602972,14809.315789,5.0,no_fire
1602,0.545298,14668.430678,4.571014,no_fire
493,0.421794,14460.857143,5.0,no_fire
601,0.514803,14151.248619,4.471132,no_fire
1638,0.681851,15144.0,5.0,fire
351,0.442329,14277.481481,5.0,no_fire
1570,0.6517,14480.0,5.0,no_fire
1690,0.645652,14894.0,5.0,no_fire
1566,0.661351,14610.0,5.0,no_fire
986,0.477828,14571.5,5.0,no_fire
1452,0.493361,14665.76,5.0,no_fire
97,0.593139,14617.833333,5.0,no_fire
1500,0.45781,14920.185233,4.960739,no_fire
1266,0.493649,14172.531915,4.526917,no_fire
1498,0.734367,14699.402817,4.393548,no_fire
196,0.58807,14237.589552,4.313253,no_fire
1325,0.636867,14363.0,5.0,no_fire
183,0.624118,15088.647887,4.915493,no_fire
1509,0.495896,14576.0,5.0,no_fire
1665,0.485337,14364.0,4.72549,fire
613,0.581743,14696.0,3.0,no_fire
1229,0.608144,14449.3,4.904762,no_fire
1054,0.60176,15549.24,5.774648,fire
682,0.585081,14543.4,4.2,no_fire
533,0.454228,14929.571429,4.904762,fire
610,0.561629,14670.5,5.0,fire
687,0.468836,14594.487805,4.921875,no_fire
977,0.597083,14427.5,3.0,no_fire
81,0.633808,14690.883495,4.868421,no_fire
981,0.589313,14193.333333,3.0,no_fire
397,0.699433,14652.722543,4.535484,no_fire
267,0.560765,14380.617647,5.0,no_fire
589,0.512949,14030.961039,4.295269,no_fire
386,0.596937,14722.0,3.666667,no_fire
930,0.737729,14895.0,5.0,no_fire
1491,0.487793,15003.571429,5.0,fire
132,0.517031,14526.464286,4.97619,no_fire
265,0.667998,14198.166667,4.927536,no_fire
1036,0.500087,15088.579365,4.637681,fire
1458,0.381003,13928.125,5.0,no_fire
1404,0.694957,14463.0,5.0,no_fire
88,0.474726,14694.593974,4.872979,fire
1294,0.641129,14329.5,3.0,no_fire
38,0.675575,15033.5,5.0,no_fire
818,0.3435,14865.333333,5.0,no_fire
676,0.385054,14448.916667,4.956522,fire
1001,0.696458,14627.3,5.0,no_fire
629,0.476217,15157.210117,4.895536,fire
1327,0.557217,14244.404762,4.72093,no_fire
1617,0.642346,13764.557692,4.94929,no_fire
294,0.50015,14200.0,4.0,no_fire
261,0.543776,15174.352564,5.144068,fire
1389,0.693025,14842.5,5.0,no_fire
1333,0.510788,15009.966667,5.0,no_fire
1416,0.592378,15059.0,5.0,fire
1662,0.575488,14511.666667,5.0,no_fire
405,0.631953,14908.374563,4.44095,no_fire
1703,0.625877,14135.909091,5.0,no_fire
356,0.478435,14227.0,5.0,no_fire
608,0.514508,14708.0,4.0,no_fire
1146,0.474243,14971.801653,4.789063,no_fire
239,0.602914,14921.0,5.0,no_fire
1128,0.467017,14498.4,5.0,fire
1367,0.618903,14724.75,3.857143,no_fire
1709,0.709715,14330.4,4.851852,no_fire
119,0.587625,14881.3,3.8,no_fire
1280,0.554767,14725.447368,5.0,no_fire
1045,0.690886,14389.330709,4.612903,no_fire
1584,0.428322,14359.192308,4.609756,no_fire
751,0.502366,14412.5,4.644809,no_fire
374,0.605563,14296.256757,4.891892,no_fire
453,0.673747,14453.782609,4.971014,no_fire
110,0.401609,13863.318182,4.583333,no_fire
1401,0.611785,14742.648352,4.704918,fire
1463,0.397402,14310.875,4.495122,no_fire
906,0.531782,14622.5,5.0,no_fire
1347,0.631031,14994.0,5.0,no_fire
503,0.446279,15151.963746,4.859233,fire
862,0.532194,14633.0,3.0,no_fire
1254,0.594405,14811.826471,4.5,no_fire
1132,0.633838,13700.264151,5.0,no_fire
729,0.594617,14943.0,4.0,no_fire
410,0.523611,15020.673716,4.565217,fire
1608,0.519061,14218.0,4.748634,no_fire
367,0.510788,15009.966667,5.0,no_fire
805,0.490843,14675.789474,5.0,no_fire
1694,0.578655,13747.130435,4.339623,no_fire
384,0.582539,14317.8,4.84507,no_fire
200,0.537299,14793.117647,5.0,no_fire
936,0.616834,14865.0,5.0,no_fire
65,0.58055,15107.5,5.0,no_fire
1426,0.655175,14376.5,5.0,no_fire
1034,0.620742,14531.25,5.0,no_fire
1069,0.506406,14661.91453,4.965812,no_fire
272,0.3843,14682.0,4.816901,fire
1493,0.455108,14685.666667,5.0,no_fire
382,0.464813,15457.652174,4.965217,no_fire
677,0.536148,14558.0,5.0,no_fire
238,0.442523,14678.7,4.607843,no_fire
1186,0.6587,14448.493506,4.112385,fire
1542,0.375129,14974.985507,5.0,fire
541,0.540635,14717.625,4.142857,fire
478,0.695167,14588.75,5.0,no_fire
1084,0.564334,13927.333333,4.846154,no_fire
1323,0.61245,14685.0,5.0,fire
1544,0.385044,15158.730769,4.746479,fire
1369,0.367357,14564.375,4.5,no_fire
1391,0.667647,15085.0,5.0,no_fire
188,0.616006,14610.0,5.0,no_fire
1286,0.624238,14729.0,5.0,no_fire
681,0.329875,14964.272727,5.0,no_fire
991,0.606868,14337.5,5.0,no_fire
1517,0.627471,14745.637931,3.724138,no_fire
1519,0.499673,14500.608295,4.489396,no_fire
316,0.550884,14737.810811,4.972973,no_fire
214,0.515455,14593.76,5.0,no_fire
1126,0.615228,14650.705357,4.661202,fire
1582,0.558816,14980.666667,3.666667,no_fire
1148,0.552452,14493.333333,5.0,fire
874,0.677933,14938.0,5.0,no_fire
660,0.484724,14849.421053,5.0,no_fire
1702,0.624665,14782.714286,3.571429,no_fire
531,0.548776,14734.843137,4.947826,no_fire
255,0.696477,14658.0,3.0,no_fire
30,0.575182,14763.5,4.676056,fire
662,0.508305,14775.583333,4.583333,no_fire
1311,0.641013,14663.0,5.0,no_fire
230,0.515075,14712.0,3.5,no_fire
157,0.713342,14848.0,5.0,no_fire
1410,0.608402,14199.0,3.666667,no_fire
385,0.541174,13813.5,3.0,no_fire
1147,0.494559,14739.763636,5.0,fire
380,0.663091,14984.0,4.777778,no_fire
1242,0.519018,14631.90944,4.963327,no_fire
721,0.476959,14054.333333,4.625,no_fire
864,0.634244,14014.125,4.985801,no_fire
264,0.464733,14729.068323,4.99169,no_fire
875,0.592094,14934.0,5.0,fire
787,0.533279,13714.0,3.7,no_fire
101,0.66026,14464.444444,4.888889,no_fire
13,0.608305,14512.5,4.0,no_fire
1332,0.652925,14820.0,5.0,no_fire
68,0.586997,13920.0,5.0,no_fire
1070,0.67366,14755.0,5.0,fire
1164,0.462504,14656.7,5.0,no_fire
1210,0.533645,15090.857143,5.0,no_fire
877,0.523354,14681.0,4.0,no_fire
71,0.63684,14884.689453,4.746235,fire
1663,0.499848,15075.0,5.0,no_fire
1691,0.695167,14588.75,5.0,no_fire
566,0.554327,14594.6,4.704225,no_fire
1443,0.630598,14251.428571,4.925926,no_fire
1074,0.41878,14555.271845,4.894342,fire
798,0.475246,14044.0,4.5,no_fire
846,0.4765,15171.25,4.0,no_fire
523,0.434481,14581.593074,4.355505,no_fire
626,0.464954,14635.339623,4.811321,no_fire
495,0.571093,14798.5,4.75,no_fire
1024,0.582378,14035.083333,4.444444,no_fire
155,0.585781,15043.333333,5.0,no_fire
971,0.470343,14916.108108,4.961219,fire
758,0.540663,13749.0,4.273171,no_fire
1520,0.652113,14679.98338,5.0,no_fire
866,0.472933,14929.75,4.0,fire
790,0.661154,14460.736842,4.945313,no_fire
1465,0.531785,14597.126506,5.127119,fire
1288,0.613276,15134.666667,5.0,no_fire
366,0.426519,14228.285714,5.0,no_fire
1379,0.498946,14904.25,4.0,no_fire
1614,0.660798,14348.0,3.0,no_fire
953,0.450221,13218.0,4.765012,no_fire
839,0.446716,14437.0,5.0,no_fire
228,0.583612,14574.0,5.0,no_fire
912,0.624578,14618.0,5.0,no_fire
900,0.643506,14545.5,5.0,no_fire
417,0.632868,14532.193548,4.914894,no_fire
206,0.556868,15032.6,4.0,fire
742,0.592957,14621.8,4.375,no_fire
79,0.614769,14990.627907,4.627907,fire
190,0.669458,14507.847495,4.508532,no_fire
492,0.625488,14941.214286,4.428571,no_fire
521,0.544498,14395.5,5.0,no_fire
1076,0.467505,14749.933333,4.944598,fire
145,0.377639,14708.294118,4.944573,fire
1010,0.640378,14459.98827,4.321739,no_fire
1380,0.514508,14708.0,4.0,no_fire
318,0.520871,14766.166667,5.0,no_fire
824,0.486634,14536.875,4.333333,no_fire
1477,0.664314,14833.0,3.0,fire
1506,0.543825,14581.0625,4.0,no_fire
1168,0.499933,14636.0,4.849057,fire
596,0.602715,14795.0,5.0,no_fire
457,0.569658,14462.0,3.0,fire
880,0.582846,14551.045455,4.837838,no_fire
144,0.659175,14589.0,5.0,no_fire
1427,0.512581,14968.461538,6.605263,fire
1543,0.509763,14835.923077,4.982906,no_fire
1093,0.62989,14486.0,5.0,no_fire
764,0.723267,14824.0,5.0,no_fire
842,0.607123,14076.0,4.222222,no_fire
1193,0.5132,13810.682371,4.310057,no_fire
1661,0.483698,14180.360656,4.944535,no_fire
1057,0.67262,14486.846154,4.546875,no_fire
989,0.641129,14329.5,3.0,no_fire
592,0.546154,14559.330435,4.965217,no_fire
1537,0.453973,14853.0,5.0,no_fire
135,0.391421,14094.0,5.0,no_fire
1264,0.456283,15436.750408,4.959217,fire
83,0.424832,14983.887097,4.498494,fire
1110,0.596198,14438.666667,3.8,no_fire
154,0.503497,14415.417391,5.0,no_fire
1194,0.611903,15032.0,5.0,no_fire
1343,0.545497,15231.770492,4.759563,fire
773,0.538456,15011.481848,4.295652,no_fire
484,0.618064,14122.25,4.914894,no_fire
127,0.60056,14897.740741,4.413793,fire
1357,0.631937,14818.737973,4.542922,fire
1277,0.608109,14914.0,5.0,no_fire
1135,0.505069,15001.679513,5.006085,fire
403,0.708939,14153.0,5.0,no_fire
150,0.656264,14546.0,5.0,no_fire
346,0.441966,15467.628355,4.902481,fire
413,0.512178,14624.447368,5.0,no_fire
1366,0.575399,15003.071429,3.571429,no_fire
1675,0.482816,15065.75,5.0,no_fire
1522,0.550215,14841.0,5.0,no_fire
394,0.607632,14791.306589,4.935843,fire
62,0.602314,14659.934426,4.879781,no_fire
1319,0.571915,15019.661765,5.094595,no_fire
208,0.538456,15011.481848,4.295652,no_fire
496,0.567085,14541.0,5.0,no_fire
352,0.473319,14680.9,4.808511,no_fire
95,0.490881,15115.666667,4.5,no_fire
625,0.614471,13611.0,4.921053,no_fire
571,0.474517,14646.5,5.0,no_fire
37,0.588483,14772.218884,5.025424,no_fire
485,0.634633,14923.607143,4.97619,no_fire
959,0.661367,14402.0,5.0,no_fire
143,0.580193,14575.0,5.0,no_fire
1031,0.572166,14040.240741,4.103448,no_fire
158,0.605086,14091.5,3.0,no_fire
1568,0.666319,14655.0,5.0,no_fire
552,0.613795,14608.073171,4.513514,fire
1610,0.567204,14493.333333,3.666667,no_fire
1192,0.62055,14750.111111,3.857143,no_fire
518,0.538733,14259.0,5.0,no_fire
1234,0.429273,14498.666667,5.0,no_fire
1044,0.644606,14545.0,5.0,no_fire
236,0.63523,14740.0,3.0,no_fire
1150,0.547465,14678.212121,5.0,no_fire
222,0.631085,14880.0,5.0,fire
1507,0.695167,14588.75,5.0,no_fire
345,0.559342,14690.133333,4.625,fire
1330,0.645005,14932.608696,4.971014,no_fire
120,0.683897,14844.0,5.0,no_fire
661,0.673325,14567.833333,4.444444,no_fire
588,0.703983,14867.932806,4.926978,no_fire
1711,0.614471,13611.0,4.921053,no_fire
332,0.10731,13792.2,5.0,no_fire
1505,0.577552,14541.0,5.0,no_fire
193,0.579521,15032.134328,4.983051,no_fire
235,0.483698,14180.360656,4.944535,no_fire
181,0.698006,14874.0,3.0,fire
1385,0.556981,15047.017241,4.413793,fire
389,0.681533,14933.0,5.0,no_fire
968,0.612828,14693.944444,4.555556,no_fire
1701,0.63473,14738.5,3.0,no_fire
669,0.50354,14580.3125,4.804688,fire
1209,0.626311,14865.615385,4.0,no_fire
1592,0.675575,15033.5,5.0,no_fire
331,0.536222,14807.0,3.0,no_fire
614,0.569896,14236.470588,4.823529,no_fire
1030,0.542693,14321.15625,4.843137,no_fire
266,0.529811,14861.067416,4.947826,no_fire
1664,0.443288,13730.0,4.057737,no_fire
545,0.657081,15186.0,5.0,no_fire
1623,0.464391,14978.07767,4.825137,no_fire
105,0.591912,14903.0,4.0,no_fire
1244,0.646075,13921.357143,4.440443,no_fire
1655,0.413545,14642.646018,4.808743,no_fire
630,0.471895,14105.2,4.028398,no_fire
683,0.472904,14887.115385,4.926978,no_fire
20,0.6191,14285.0,5.0,no_fire
870,0.506048,14642.5,5.0,no_fire
242,0.685834,13836.9,4.99169,no_fire
50,0.543882,15283.0,5.0,no_fire
915,0.554132,14674.5,5.0,no_fire
441,0.564002,14445.190476,5.0,no_fire
707,0.546738,14431.444444,5.0,fire
1125,0.692096,14930.0,5.0,no_fire
1226,0.699307,14422.954545,5.0,no_fire
822,0.665832,14902.0,5.0,no_fire
301,0.613768,14605.674419,4.348837,no_fire
172,0.558943,14867.409091,5.0,no_fire
284,0.537218,14702.0,5.0,no_fire
920,0.553835,14428.210526,5.0,no_fire
1583,0.470058,14550.666667,4.714286,no_fire
344,0.63115,15228.0,5.0,no_fire
306,0.494794,15051.363636,4.796875,fire
1680,0.593548,14092.0,3.0,no_fire
922,0.507266,14997.111111,4.444444,fire
1514,0.438729,15076.479487,4.639024,fire
167,0.601972,14747.357143,4.809524,no_fire
421,0.450263,15438.45098,4.607843,fire
225,0.572342,15251.0,9.0,fire
12,0.635615,14734.337688,4.496235,fire
1287,0.376031,15365.222222,5.0,no_fire
90,0.630937,14534.51443,4.663173,no_fire
1302,0.545559,14113.41989,4.62439,no_fire
1411,0.627269,14884.0,5.0,no_fire
857,0.582365,15078.349661,4.843373,fire
1460,0.654341,14737.5,5.0,no_fire
1459,0.380665,14305.0,4.583333,no_fire
304,0.604581,14174.333333,5.0,no_fire
1328,0.56985,13914.0,4.395349,no_fire
1658,0.593705,14062.933333,4.125683,no_fire
1646,0.576841,14108.0,5.0,no_fire
490,0.688334,14644.75,5.0,no_fire
74,0.502624,14229.5,5.0,no_fire
515,0.609722,14381.618343,4.479358,no_fire
561,0.532199,15405.98002,5.271001,fire
179,0.536745,14244.75,5.0,no_fire
109,0.60287,14447.666667,3.666667,no_fire
116,0.444175,14528.0,4.7,fire
293,0.592968,14682.0,3.0,no_fire
1072,0.587669,14749.065678,4.889831,no_fire
643,0.610376,14665.0,4.232558,no_fire
772,0.590409,15065.666667,3.0,no_fire
1421,0.560956,15239.671053,4.842105,fire
1196,0.572825,14291.0,5.0,no_fire
622,0.612995,14743.319651,4.980154,fire
1394,0.585995,14608.497778,4.463768,no_fire
409,0.527699,14948.0,5.0,fire
636,0.572598,14916.5,5.0,no_fire
1686,0.460276,15307.808652,4.849918,no_fire
288,0.653523,14785.705882,4.146789,fire
1518,0.498767,15209.763158,4.302326,fire
337,0.566519,14123.0,4.966102,no_fire
1474,0.564047,14433.8,4.0,no_fire
1622,0.431869,14617.725225,4.486446,no_fire
1012,0.594981,14314.307692,4.912281,no_fire
46,0.600452,14997.396226,4.792453,no_fire
747,0.497609,14713.714286,5.0,fire
753,0.62542,14418.551195,4.556314,no_fire
462,0.55267,14439.3,5.0,fire
1515,0.634151,14861.0,5.0,no_fire
1378,0.580193,14575.0,5.0,no_fire
1387,0.557882,14028.323058,4.967494,no_fire
424,0.479156,14784.058824,5.0,fire
325,0.441518,14699.726937,4.737288,no_fire
664,0.656426,14395.5,3.0,no_fire
350,0.605019,15114.0,5.0,no_fire
447,0.623837,14455.619048,4.36612,fire
1158,0.107733,13529.0,4.0,no_fire
1041,0.465048,14488.95122,4.99169,no_fire
1384,0.497448,15074.4,5.0,no_fire
1600,0.480503,14196.521739,4.982456,no_fire
754,0.461416,14095.678571,5.0,no_fire
138,0.562434,15198.883721,5.186047,fire
451,0.532313,14489.0,3.0,no_fire
699,0.615137,14625.0,5.0,no_fire
1456,0.657333,14159.5,5.0,no_fire
830,0.519254,14615.92,5.0,no_fire
1102,0.622957,14428.565288,4.71762,no_fire
950,0.648551,14481.684211,4.517065,no_fire
1019,0.616065,14184.625,4.913043,no_fire
1340,0.513625,14240.733333,4.880952,fire
396,0.702344,14662.932011,4.43871,no_fire
1339,0.527569,14881.0,3.0,no_fire
1359,0.447924,15261.058201,4.904661,no_fire
1457,0.569094,14642.98088,4.749147,fire
21,0.560908,14977.852941,5.0,no_fire
766,0.661699,14364.0,5.0,no_fire
392,0.519862,15126.5,5.0,no_fire
250,0.515379,14857.944444,4.888889,no_fire
1273,0.594981,14314.307692,4.912281,no_fire
1059,0.537474,14433.0,4.475362,fire
671,0.547465,14678.212121,5.0,no_fire
1689,0.563776,14171.333333,4.777778,no_fire
1534,0.6688,14647.0,5.0,no_fire
1175,0.499511,15001.666667,5.0,no_fire
1133,0.566661,14105.0,4.0,no_fire
869,0.420592,14607.656627,4.67561,no_fire
604,0.628873,14577.0,3.5,fire
1180,0.437913,13348.0,4.678261,no_fire
1154,0.485041,14458.384615,5.0,fire
627,0.610429,14597.37037,4.787234,no_fire
902,0.575046,14442.78,4.862745,no_fire
856,0.455269,14331.619048,4.898551,fire
700,0.592345,13823.861111,4.878378,no_fire
1253,0.53212,15144.5,5.0,no_fire
709,0.723267,14824.0,5.0,no_fire
1682,0.537729,14245.0,3.0,no_fire
321,0.120046,13298.5,3.5,no_fire
1368,0.484039,14392.5,5.0,no_fire
1526,0.514351,14632.65,4.853181,no_fire
1461,0.61962,13772.85,5.0,no_fire
624,0.616928,14577.0,5.0,no_fire
1478,0.597775,14598.757576,5.0,no_fire
125,0.614242,14445.5,5.0,no_fire
1011,0.504005,14857.0,5.0,no_fire
1090,0.49878,14935.748031,4.90625,fire
848,0.737729,14895.0,5.0,no_fire
780,0.697282,14532.112676,4.943662,no_fire
605,0.531416,14593.142857,4.36,no_fire
1693,0.452171,14680.094972,4.972864,no_fire
1419,0.346843,14639.0,4.454545,no_fire
415,0.449647,14970.385965,4.692982,fire
100,0.525336,14971.166667,4.888889,no_fire
741,0.495343,14745.0,5.0,fire
334,0.478873,15154.5,4.982456,fire
1402,0.628627,14122.823529,4.978723,no_fire
1424,0.525522,14595.0,4.0,no_fire
834,0.497872,14993.5,5.0,no_fire
833,0.634151,14861.0,5.0,no_fire
1581,0.576694,14526.605598,4.966467,no_fire
939,0.481273,14094.333333,4.388889,no_fire
1499,0.491522,14737.75,4.5,no_fire
1607,0.506653,14424.5,5.0,no_fire
1239,0.427926,13930.5,4.791667,no_fire
1232,0.547632,14531.0,5.0,no_fire
640,0.671326,14726.676056,4.971831,no_fire
104,0.601725,14856.181818,5.0,no_fire
815,0.599489,14711.5,3.0,no_fire
998,0.525904,14568.342105,5.0,no_fire
1075,0.64782,15089.0,5.0,no_fire
1613,0.578944,14837.401709,5.382813,fire
460,0.467998,14839.493443,4.862969,no_fire
1046,0.512512,14347.733333,4.956522,no_fire
585,0.606789,14329.684211,4.153623,no_fire
1205,0.592078,14755.0,5.0,no_fire
1604,0.605022,14452.0,5.0,no_fire
497,0.572482,14366.0,5.0,no_fire
702,0.568734,14743.0,5.0,no_fire
375,0.576353,14798.568627,4.607843,no_fire
975,0.497164,13783.782609,4.018522,no_fire
1609,0.7016,14813.897507,5.0,no_fire
404,0.642696,14597.666667,5.0,no_fire
419,0.524845,14711.603131,4.895907,fire
1397,0.422313,14562.253927,4.497561,no_fire
1156,0.470202,14782.0,5.0,no_fire
173,0.579681,14953.0,5.0,fire
690,0.560461,15091.333333,3.0,no_fire
827,0.610429,14597.37037,4.787234,no_fire
428,0.467505,14749.933333,4.944598,fire
1270,0.632962,14306.222222,4.056314,no_fire
1139,0.630377,15215.0,5.0,no_fire
1481,0.495828,14707.177778,4.887324,fire
718,0.655916,14739.0,4.0,no_fire
282,0.688334,14644.75,5.0,no_fire
1283,0.669672,13818.0,5.0,no_fire
1120,0.46207,14576.688056,4.951287,no_fire
1299,0.59964,14178.0,5.0,fire
635,0.632882,14580.534884,4.735849,no_fire
738,0.574706,14570.653351,4.792554,no_fire
499,0.517935,14823.617647,5.882353,fire
1098,0.501276,14483.454545,4.90625,no_fire
1113,0.528994,14390.5,5.0,no_fire
691,0.588574,13913.0,4.568627,no_fire
0,0.506782,14584.272727,4.692308,no_fire
1173,0.384223,15552.385079,4.472892,fire
926,0.528161,14543.428571,5.0,no_fire
1131,0.568334,15030.9,3.8,no_fire
1696,0.632368,14451.0,5.0,no_fire
1354,0.527329,14251.5,5.0,no_fire
327,0.525014,14660.0,3.0,no_fire
102,0.685019,14604.0,5.0,fire
213,0.472834,15214.68,5.608696,fire
1159,0.631633,14280.5,4.660377,no_fire
852,0.618951,14727.962963,5.0,no_fire
246,0.679133,14951.0,5.0,no_fire
1688,0.542525,14958.25,5.0,fire
1386,0.715266,14550.242915,4.632258,no_fire
1550,0.489113,14564.333333,4.402516,no_fire
1545,0.408542,14362.833333,4.137615,no_fire
1442,0.67826,14275.5,4.611111,no_fire
1225,0.537299,14793.117647,5.0,no_fire
365,0.423742,14551.812883,4.420181,fire
248,0.474252,14333.0,5.0,no_fire
736,0.457004,14646.0,4.93913,fire
26,0.686572,14139.0,5.0,no_fire
836,0.464543,14644.248879,4.735495,no_fire
1554,0.505385,14239.304348,5.0,no_fire
680,0.538799,14014.160377,4.957852,no_fire
1317,0.631504,15084.0,5.0,no_fire
1546,0.600845,14785.0,5.0,no_fire
3,0.120046,13298.5,3.5,no_fire
134,0.588788,14574.0,5.0,no_fire
837,0.512674,14711.6,5.0,no_fire
355,0.657085,14487.0,5.0,no_fire
292,0.486992,14342.390244,5.0,no_fire
698,0.461352,14641.0,4.941272,no_fire
1048,0.425979,14624.914286,4.982609,no_fire
1645,0.464395,15054.233256,5.176183,no_fire
1560,0.686766,14999.0,5.0,no_fire
369,0.536977,14786.842105,4.982609,no_fire
1513,0.513233,14709.0,5.0,no_fire
1413,0.485122,14616.529412,4.965217,fire
1249,0.033618,13743.142857,4.571429,no_fire
226,0.688899,14595.481481,4.962963,no_fire
339,0.401609,13863.318182,4.583333,no_fire
